18 7010 29614
0 190 0.251793 -0.0328612
1 190 0.252748 -0.0319045
0 191 -0.231339 -0.0309478
1 191 -0.238023 -0.0558209
0 192 -0.220836 -0.0309478
1 192 -0.227711 -0.0548643
0 193 -0.235158 -0.0290345
1 193 -0.240887 -0.052951
0 194 -0.224655 -0.0290345
1 194 -0.231339 -0.052951
0 195 0.255612 -0.0290345
1 195 0.257522 -0.0280779
0 196 -0.238977 -0.0271212
1 196 -0.246616 -0.0519943
0 197 -0.220836 -0.0271212
1 197 -0.228475 -0.050081
0 198 0.249883 -0.0271212
1 198 0.250074 -0.0261646
0 199 -0.267622 -0.0261646
1 199 -0.272396 -0.052951
0 200 -0.236113 -0.0261646
1 200 -0.243751 -0.0510376
0 201 -0.229429 -0.0261646
1 201 -0.237068 -0.050081
0 202 -0.22752 -0.0252079
1 202 -0.235158 -0.050081
0 203 0.246064 -0.0252079
1 203 0.247019 -0.0242513
0 204 -0.232294 -0.0232946
1 204 -0.239932 -0.0481677
0 205 -0.240887 -0.0223379
1 205 -0.248526 -0.047211
0 206 -0.217017 -0.0223379
1 206 -0.223701 -0.0462544
0 207 -0.231339 -0.0213813
1 207 -0.238977 -0.0462544
0 208 -0.267622 -0.019468
1 208 -0.272396 -0.0452977
0 209 -0.238023 -0.0175547
1 209 -0.245661 -0.0424277
0 210 -0.247571 -0.016598
1 210 -0.254254 -0.0414711
0 211 -0.265712 -0.0127714
1 211 -0.271441 -0.0386011
0 212 -0.243751 -0.0108581
1 212 -0.252345 -0.0357311
0 213 -0.239932 -0.0108581
1 213 -0.247571 -0.0357311
0 214 0.273753 0.133597
1 214 0.2432 0.13685
0 215 0.269934 0.137424
1 215 0.242245 0.14125
0 216 0.157267 -0.260354
1 216 0.156121 -0.27413
0 217 0.148101 -0.232802
1 217 0.149247 -0.244282
0 218 0.149247 -0.219027
1 218 0.146955 -0.231654
0 219 0.127477 -0.214435
1 219 0.12404 -0.227062
0 220 0.138935 -0.214435
1 220 0.135497 -0.227062
0 221 0.118311 -0.213287
1 221 0.114874 -0.227062
0 222 0.159559 -0.213287
1 222 0.157267 -0.225915
0 223 0.130914 -0.208695
1 223 0.126331 -0.222471
0 224 0.117165 -0.205251
1 224 0.113728 -0.219027
0 225 0.122894 -0.204103
1 225 0.118311 -0.216731
0 226 0.200806 -0.204103
1 226 0.203098 -0.213287
0 227 0.152684 -0.200659
1 227 0.149247 -0.213287
0 228 0.162996 -0.200659
1 228 0.158413 -0.212139
0 229 0.143518 -0.199511
1 229 0.138935 -0.210991
0 230 0.166433 -0.198363
1 230 0.162996 -0.208695
0 231 0.151538 -0.197215
1 231 0.148101 -0.208695
0 232 0.160704 -0.196067
1 232 0.156121 -0.207547
0 233 0.190494 -0.192623
1 233 0.190494 -0.201807
0 234 0.120602 -0.191475
1 234 0.117165 -0.204103
0 235 0.160704 -0.191475
1 235 0.156121 -0.202955
0 236 0.15383 -0.190327
1 236 0.148101 -0.201807
0 237 0.146955 -0.189179
1 237 0.141035 -0.200276
0 238 0.130914 -0.185735
1 238 0.127477 -0.197215
0 239 0.135497 -0.185735
1 239 0.130914 -0.197215
0 240 0.188203 -0.185735
1 240 0.188203 -0.194919
0 241 0.192786 -0.184587
1 241 0.192786 -0.193771
0 242 0.130914 -0.183439
1 242 0.128623 -0.194919
0 243 0.145809 -0.178847
1 243 0.141226 -0.190327
0 244 0.149247 -0.177699
1 244 0.144664 -0.189179
0 245 0.15383 -0.177699
1 245 0.152684 -0.188031
0 246 0.13206 -0.176551
1 246 0.129769 -0.186883
0 247 -0.0352218 -0.175403
1 247 -0.0306388 -0.191475
0 248 0.165287 -0.174255
1 248 0.16185 -0.183439
0 249 0.197369 -0.173107
1 249 0.196223 -0.181143
0 250 0.164142 -0.167367
1 250 0.16185 -0.176551
0 251 0.22143 -0.167367
1 251 0.22143 -0.174255
0 252 0.195077 -0.166219
1 252 0.193932 -0.174255
0 253 0.214555 -0.166219
1 253 0.21341 -0.174485
0 254 0.151538 -0.162775
1 254 0.148101 -0.173107
0 255 0.165287 -0.162775
1 255 0.16185 -0.171959
0 256 0.154976 -0.161627
1 256 0.151538 -0.171959
0 257 -0.0249099 -0.158183
1 257 -0.0214726 -0.173107
0 258 0.18362 -0.158183
1 258 0.180182 -0.166219
0 259 0.214555 -0.158183
1 259 0.209972 -0.166219
0 260 -0.246043 -0.157035
1 260 -0.251772 -0.183439
0 261 0.15383 -0.155887
1 261 0.149247 -0.165071
0 262 0.159559 -0.155887
1 262 0.154976 -0.165071
0 263 0.150392 -0.154739
1 263 0.145809 -0.163923
0 264 -0.0214726 -0.153591
1 264 -0.0191811 -0.169663
0 265 0.0186292 -0.151295
1 265 0.0232123 -0.165071
0 266 0.160704 -0.151295
1 266 0.156121 -0.160479
0 267 0.22143 -0.151295
1 267 0.216847 -0.158183
0 268 -0.00543191 -0.150147
1 268 -0.00199461 -0.165071
0 269 0.152684 -0.150147
1 269 0.149247 -0.159331
0 270 0.165287 -0.150147
1 270 0.160704 -0.159331
0 271 0.172162 -0.150147
1 271 0.167579 -0.159331
0 272 -0.0260557 -0.148999
1 272 -0.0212817 -0.163923
0 273 0.0106088 -0.148999
1 273 0.0140462 -0.162086
0 274 -0.0111607 -0.147851
1 274 -0.00886919 -0.162775
0 275 0.125186 -0.147851
1 275 0.12129 -0.157954
0 276 -0.265521 -0.146703
1 276 -0.27125 -0.175403
0 277 -0.000848828 -0.146703
1 277 0.00258848 -0.160479
0 278 -0.00886919 -0.145555
1 278 -0.00543191 -0.160479
0 279 -0.00428614 -0.145555
1 279 -0.000848828 -0.159331
0 280 0.138935 -0.144407
1 280 0.136414 -0.153821
0 281 0.15383 -0.144407
1 281 0.150392 -0.153591
0 282 0.184765 -0.144407
1 282 0.180182 -0.152443
0 283 0.206535 -0.144407
1 283 0.200806 -0.152443
0 284 -0.00657766 -0.143259
1 284 -0.00314036 -0.157035
0 285 0.000296922 -0.143259
1 285 0.00258848 -0.157035
0 286 0.149247 -0.143259
1 286 0.145809 -0.152443
0 287 0.19966 -0.143259
1 287 0.193932 -0.151295
0 288 0.173308 -0.139815
1 288 0.16987 -0.147851
0 289 0.196223 -0.139815
1 289 0.193932 -0.147851
0 290 0.198515 -0.137519
1 290 0.195077 -0.144407
0 291 -0.243751 -0.136371
1 291 -0.24948 -0.162775
0 292 -0.0203269 -0.135223
1 292 -0.0157438 -0.150147
0 293 0.146955 -0.135223
1 293 0.143518 -0.144407
0 294 0.151538 -0.135223
1 294 0.148101 -0.144407
0 295 -0.0123065 -0.134075
1 295 -0.00886919 -0.147851
0 296 -0.314789 -0.132927
1 296 -0.323955 -0.162775
0 297 0.141226 -0.131779
1 297 0.138935 -0.140963
0 298 0.146955 -0.131779
1 298 0.143518 -0.140963
0 299 0.187057 -0.131779
1 299 0.181328 -0.139815
0 300 -0.24948 -0.130631
1 300 -0.256813 -0.156576
0 301 -0.303331 -0.129483
1 301 -0.311352 -0.158183
0 302 -0.264375 -0.129483
1 302 -0.272396 -0.157035
0 303 -0.223128 -0.129483
1 303 -0.228856 -0.154739
0 304 -0.257501 -0.128336
1 304 -0.264375 -0.155887
0 305 0.127477 -0.128336
1 305 0.127668 -0.137137
0 306 0.129769 -0.127188
1 306 0.129578 -0.13618
0 307 -0.27927 -0.123744
1 307 -0.286145 -0.152443
0 308 -0.00772344 -0.123744
1 308 -0.00428614 -0.137519
0 309 0.176745 -0.1203
1 309 0.175599 -0.127188
0 310 -0.0226184 -0.119152
1 310 -0.0203269 -0.132927
0 311 0.204243 -0.119152
1 311 0.203785 -0.124892
0 312 -0.0123065 -0.11456
1 312 -0.00886919 -0.129483
0 313 -0.00657766 -0.113412
1 313 -0.00314036 -0.127188
0 314 0.000296922 -0.112264
1 314 0.00304677 -0.126269
0 315 -0.299894 -0.111116
1 315 -0.30906 -0.141423
0 316 -0.287291 -0.111116
1 316 -0.295311 -0.138667
0 317 -0.00314036 -0.109968
1 317 0.000296922 -0.122596
0 318 -0.284999 -0.107672
1 318 -0.293019 -0.135223
0 319 -0.00543191 -0.107672
1 319 -0.00199461 -0.1203
0 320 -0.306769 -0.106524
1 320 -0.315935 -0.136371
0 321 -0.298748 -0.106524
1 321 -0.306769 -0.135223
0 322 -0.312497 -0.104228
1 322 -0.320518 -0.134075
0 323 0.143518 -0.104228
1 323 0.141914 -0.112493
0 324 -0.288436 -0.100784
1 324 -0.297221 -0.129484
0 325 0.00831731 -0.0996358
1 325 0.0129004 -0.112264
0 326 0.00488001 -0.0984878
1 326 0.00946306 -0.111116
0 327 -0.00543191 -0.0973398
1 327 -0.00199461 -0.111116
0 328 0.201952 -0.0973398
1 328 0.201035 -0.101473
0 329 -0.244897 -0.0961918
1 329 -0.248335 -0.121448
0 330 0.00946306 -0.0961918
1 330 0.0129004 -0.10882
0 331 -0.0249099 -0.0950439
1 331 -0.0226184 -0.10882
0 332 0.00258848 -0.0950439
1 332 0.00602576 -0.107672
0 333 0.0129004 -0.0927479
1 333 0.0163377 -0.105376
0 334 -0.252918 -0.0915999
1 334 -0.256355 -0.118004
0 335 -0.0191811 -0.0904519
1 335 -0.0157438 -0.10308
0 336 0.130914 -0.0893039
1 336 0.133206 -0.0961918
0 337 -0.231148 -0.0881559
1 337 -0.234585 -0.113412
0 338 -0.234585 -0.0847119
1 338 -0.240887 -0.109394
0 339 0.0908125 -0.0847119
1 339 0.0942498 -0.0927479
0 340 -0.278124 -0.077824
1 340 -0.283853 -0.105376
0 341 0.0839379 -0.0720841
1 341 0.0862295 -0.08012
0 342 0.207681 -0.0709361
1 342 0.207681 -0.073232
0 343 0.211118 -0.0709361
1 343 0.211118 -0.07438
0 344 -0.298748 -0.0686401
1 344 -0.305623 -0.0973398
0 345 -0.239168 -0.0686401
1 345 -0.239168 -0.0927479
0 346 -0.299894 -0.0651962
1 346 -0.306769 -0.0938959
0 347 -0.278124 -0.0651962
1 347 -0.284999 -0.0927479
0 348 0.245491 -0.0560122
1 348 0.246408 -0.0573898
0 349 0.223722 -0.0548643
1 349 0.222576 -0.0571602
0 350 0.22945 -0.0548643
1 350 0.228534 -0.0573898
0 351 0.238616 -0.0548643
1 351 0.238158 -0.0560122
0 352 0.248928 -0.0548643
1 352 0.251907 -0.0546346
0 353 -0.207087 -0.0491243
1 353 -0.209378 -0.0720841
0 354 -0.21167 -0.0445323
1 354 -0.215107 -0.0674921
0 355 0.2432 -0.0433844
1 355 0.243658 -0.043614
0 356 -0.220836 -0.0399404
1 356 -0.226565 -0.0634742
0 357 0.244345 -0.0387924
1 357 0.245491 -0.0387924
0 358 -0.27927 -0.0353484
1 358 -0.286145 -0.0629002
0 359 -0.225419 -0.0342004
1 359 -0.232294 -0.0583082
0 360 0.25924 -0.0330524
1 360 0.261532 -0.0325933
0 361 -0.265521 -0.0296085
1 361 -0.272396 -0.0560122
0 362 0.258095 -0.0296085
1 362 0.258782 -0.0284605
0 363 0.255803 -0.0284605
1 363 0.258095 -0.0273125
0 364 -0.250626 -0.0227206
1 364 -0.258646 -0.0479763
0 365 -0.232294 -0.0227206
1 365 -0.240314 -0.0479763
0 366 -0.217399 -0.0227206
1 366 -0.223815 -0.0463692
0 367 -0.240314 -0.0215726
1 367 -0.248335 -0.0468283
0 368 -0.267813 -0.0192766
1 368 -0.272396 -0.0456803
0 369 -0.238023 -0.0181286
1 369 -0.246043 -0.0433844
0 370 -0.265521 -0.0123887
1 370 -0.27125 -0.0387924
0 371 0.240908 0.0564906
1 371 0.213601 0.0551513
0 372 0.173537 -0.239231
1 372 0.173537 -0.250252
0 373 0.147413 -0.225455
1 373 0.147413 -0.236476
0 374 0.183161 -0.2227
1 374 0.184536 -0.233721
0 375 0.12679 -0.214435
1 375 0.122665 -0.22821
0 376 0.179037 -0.211679
1 376 0.176287 -0.221323
0 377 0.11579 -0.210302
1 377 0.11304 -0.224078
0 378 0.129539 -0.210302
1 378 0.125415 -0.2227
0 379 0.170787 -0.208924
1 379 0.169412 -0.219945
0 380 0.192786 -0.208924
1 380 0.194161 -0.218567
0 381 0.114415 -0.206169
1 381 0.111666 -0.219945
0 382 0.19966 -0.203414
1 382 0.196911 -0.213057
0 383 0.122665 -0.202036
1 383 0.117165 -0.215812
0 384 0.151538 -0.202036
1 384 0.147413 -0.214435
0 385 0.173537 -0.202036
1 385 0.172162 -0.213057
0 386 0.143289 -0.199281
1 386 0.139164 -0.211679
0 387 0.177662 -0.197904
1 387 0.174912 -0.208924
0 388 0.196911 -0.195148
1 388 0.196911 -0.204792
0 389 0.11854 -0.192393
1 389 0.114415 -0.204792
0 390 0.159788 -0.191016
1 390 0.158413 -0.202036
0 391 0.12129 -0.18826
1 391 0.11854 -0.200659
0 392 0.187286 -0.186883
1 392 0.187286 -0.195148
0 393 0.130914 -0.185505
1 393 0.12679 -0.197904
0 394 0.135039 -0.185505
1 394 0.130914 -0.196526
0 395 0.130914 -0.18275
1 395 0.128165 -0.195148
0 396 0.152913 -0.178617
1 396 0.148788 -0.18826
0 397 0.157038 -0.17724
1 397 0.152913 -0.186883
0 398 0.161163 -0.175862
1 398 0.157863 -0.186883
0 399 0.165287 -0.174485
1 399 0.161163 -0.183577
0 400 0.163912 -0.167597
1 400 0.161163 -0.17724
0 401 0.195536 -0.167597
1 401 0.194161 -0.174485
0 402 0.221659 -0.167597
1 402 0.220284 -0.174485
0 403 0.218909 -0.164842
1 403 0.216159 -0.173107
0 404 0.150163 -0.163464
1 404 0.147413 -0.173107
0 405 0.158413 -0.162086
1 405 0.155663 -0.171729
0 406 0.165287 -0.162086
1 406 0.161163 -0.171729
0 407 -0.248564 -0.160709
1 407 -0.254063 -0.18826
0 408 -0.0285764 -0.159331
1 408 -0.0244516 -0.174485
0 409 -0.0258266 -0.157954
1 409 -0.0217018 -0.173107
0 410 0.152913 -0.156576
1 410 0.148788 -0.166219
0 411 0.158413 -0.155198
1 411 0.154288 -0.164842
0 412 -0.0217018 -0.153821
1 412 -0.018952 -0.168974
0 413 0.161163 -0.152443
1 413 0.157038 -0.160709
0 414 -0.0148272 -0.151066
1 414 -0.0120774 -0.166219
0 415 -0.00657766 -0.151066
1 415 -0.00245289 -0.164842
0 416 0.12404 -0.151066
1 416 0.121748 -0.161627
0 417 0.148788 -0.151066
1 417 0.144664 -0.160709
0 418 0.163912 -0.151066
1 418 0.159788 -0.159331
0 419 0.170787 -0.151066
1 419 0.166662 -0.159331
0 420 0.214785 -0.151066
1 420 0.209285 -0.157954
0 421 0.221659 -0.151066
1 421 0.216159 -0.157954
0 422 0.155663 -0.149688
1 422 0.151538 -0.159331
0 423 -0.0120774 -0.148311
1 423 -0.00932751 -0.163464
0 424 0.00992138 -0.148311
1 424 0.0126713 -0.162086
0 425 -0.266438 -0.146933
1 425 -0.273312 -0.174485
0 426 -0.00932751 -0.145555
1 426 -0.00657766 -0.160709
0 427 -0.00382782 -0.145555
1 427 -0.001078 -0.159331
0 428 0.194161 -0.145555
1 428 0.188661 -0.153821
0 429 0.154288 -0.144178
1 429 0.150163 -0.153821
0 430 0.183161 -0.144178
1 430 0.179037 -0.152443
0 431 0.133664 -0.1428
1 431 0.129539 -0.152443
0 432 -0.247189 -0.140045
1 432 -0.252688 -0.166219
0 433 0.173537 -0.140045
1 433 0.169412 -0.148311
0 434 0.146039 -0.135912
1 434 0.141914 -0.144178
0 435 -0.223815 -0.134535
1 435 -0.228215 -0.160433
0 436 -0.0203269 -0.134535
1 436 -0.0162021 -0.148311
0 437 -0.0134523 -0.134535
1 437 -0.00932751 -0.148311
0 438 0.152913 -0.134535
1 438 0.147413 -0.144178
0 439 -0.265063 -0.130402
1 439 -0.273312 -0.157954
0 440 -0.249939 -0.130402
1 440 -0.256263 -0.157127
0 441 -0.223815 -0.130402
1 441 -0.229315 -0.155198
0 442 -0.0134523 -0.130402
1 442 -0.0107024 -0.144178
